Channel Name,Order Count,TP,Avg TP,CP,Avg CP,Cont,Avg.Cont,Total CC,Avg CC,Date
Shopping Zone TN,233,228809,982,364767,1566,135958,584,56026,240,2020-04-01
music zone TAMIL,130,141809,1091,212570,1635,70761,544,34620,266,2020-04-01
Our Website,7,9250,1321,10593,1513,1343,192,1093,156,2020-04-01
Total,370,379868,1027,587930,1589,208062,562,91739,248,2020-04-01
Shopping Zone TN,199,190593,958,310001,1558,119408,600,49802,250,2020-04-02
music zone TAMIL,195,188622,967,298705,1532,110083,565,49007,251,2020-04-02
Our Website,3,3572,1191,4097,1366,525,175,497,166,2020-04-02
Total,397,382787,964,612803,1544,230016,579,99306,250,2020-04-02
Shopping Zone TN,188,165681,881,275912,1468,110231,586,46914,250,2020-04-03
music zone TAMIL,137,158750,1159,247363,1806,88613,647,30830,225,2020-04-03
Our Website,2,2625,1313,3798,1899,1173,587,248,124,2020-04-03
Total,327,327056,1000,527073,1612,200017,612,77992,239,2020-04-03
Shopping Zone TN,200,158566,793,260900,1305,102334,512,48052,240,2020-04-04
music zone TAMIL,124,169289,1365,258076,2081,88788,716,28840,233,2020-04-04
Our Website,1,3100,3100,3999,3999,899,899,149,149,2020-04-04
Total,325,330955,1018,522975,1609,192020,591,77041,237,2020-04-04
music zone TAMIL,216,154568,716,254684,1179,100116,464,53136,246,2020-04-05
Shopping Zone TN,158,156507,991,259642,1643,103135,653,37104,235,2020-04-05
Our Website,3,3850,1283,4697,1566,847,282,447,149,2020-04-05
Total,377,314925,835,519023,1377,204098,541,90687,241,2020-04-05
Shopping Zone TN,185,230582,1246,360415,1948,129833,702,43479,235,2020-04-06
music zone TAMIL,140,131586,940,199660,1426,68074,486,37810,270,2020-04-06
Our Website,1,448,448,999,999,551,551,149,149,2020-04-06
Total,326,362616,1112,561074,1721,198458,609,81438,250,2020-04-06
music zone TAMIL,136,128536,945,199264,1465,70728,520,35265,259,2020-04-07
Shopping Zone TN,132,113336,859,194568,1474,81233,615,34021,258,2020-04-07
Our Website,6,7530,1255,9394,1566,1864,311,994,166,2020-04-07
Total,274,249402,910,403226,1472,153824,561,70280,256,2020-04-07
Shopping Zone TN,183,144825,791,256017,1399,111192,608,42870,234,2020-04-08
music zone TAMIL,127,116776,919,185973,1464,69197,545,32074,253,2020-04-08
Our Website,2,2548,1274,3998,1999,1450,725,298,149,2020-04-08
Total,312,264149,847,445988,1429,181839,583,75242,241,2020-04-08
Shopping Zone TN,154,183855,1194,290246,1885,106392,691,36306,236,2020-04-09
music zone TAMIL,112,159472,1424,231288,2065,71816,641,29091,260,2020-04-09
Our Website,2,1543,772,2998,1499,1455,728,298,149,2020-04-09
Total,268,344870,1287,524532,1957,179662,670,65695,245,2020-04-09
Shopping Zone TN,131,119887,915,198869,1518,78982,603,29775,227,2020-04-10
music zone TAMIL,88,103277,1174,155812,1771,52535,597,21567,245,2020-04-10
Total,219,223164,1019,354681,1620,131517,601,51342,234,2020-04-10
Shopping Zone TN,174,184067,1058,269226,1547,85160,489,42184,242,2020-04-11
music zone TAMIL,127,107344,845,180373,1420,73029,575,30479,240,2020-04-11
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-11
Total,302,292580,969,450598,1492,158018,523,72812,241,2020-04-11
Shopping Zone TN,175,142105,812,233525,1334,91421,522,43126,246,2020-04-12
music zone TAMIL,113,97357,862,154087,1364,56731,502,28040,248,2020-04-12
Our Website,3,2976,992,4997,1666,2021,674,447,149,2020-04-12
Total,291,242438,833,392609,1349,150171,516,71613,246,2020-04-12
music zone TAMIL,142,161708,1139,251158,1769,89450,630,32974,232,2020-04-13
Shopping Zone TN,135,131440,974,213865,1584,82425,611,31771,235,2020-04-13
Our Website,1,2400,2400,2999,2999,599,599,199,199,2020-04-13
Total,278,295548,1063,468022,1684,172474,620,64944,234,2020-04-13
Shopping Zone TN,98,99954,1020,158102,1613,58148,593,23608,241,2020-04-14
music zone TAMIL,97,86809,895,134903,1391,48094,496,25004,258,2020-04-14
Our Website,3,3129,1043,4297,1432,1168,389,298,99,2020-04-14
Total,198,189892,959,297302,1502,107410,542,48910,247,2020-04-14
Shopping Zone TN,67,57010,851,93533,1396,36524,545,17733,265,2020-04-15
music zone TAMIL,33,24062,729,38767,1175,14705,446,9067,275,2020-04-15
Our Website,4,7228,1807,9396,2349,2168,542,596,149,2020-04-15
Total,104,88300,849,141696,1362,53396,513,27396,263,2020-04-15
Our Website,1,1512,1512,1999,1999,487,487,149,149,2020-04-16
Total,1,1512,1512,1999,1999,487,487,149,149,2020-04-16
Our Website,1,2850,2850,3799,3799,949,949,149,149,2020-04-17
Total,1,2850,2850,3799,3799,949,949,149,149,2020-04-17
Our Website,3,4341,1447,5797,1932,1456,485,447,149,2020-04-18
Total,3,4341,1447,5797,1932,1456,485,447,149,2020-04-18
Our Website,1,2400,2400,2999,2999,599,599,149,149,2020-04-19
Total,1,2400,2400,2999,2999,599,599,149,149,2020-04-19
Our Website,1,2400,2400,2999,2999,599,599,149,149,2020-04-20
Total,1,2400,2400,2999,2999,599,599,149,149,2020-04-20
Our Website,2,1900,950,2798,1399,898,449,298,149,2020-04-21
Total,2,1900,950,2798,1399,898,449,298,149,2020-04-21
Our Website,2,1900,950,2798,1399,898,449,298,149,2020-04-22
Total,2,1900,950,2798,1399,898,449,298,149,2020-04-22
Our Website,1,923,923,999,999,76,76,149,149,2020-04-23
Total,1,923,923,999,999,76,76,149,149,2020-04-23
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-24
Total,1,1169,1169,999,999,-170,-170,149,149,2020-04-24
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-25
Total,1,1169,1169,999,999,-170,-170,149,149,2020-04-25
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-26
Total,1,1169,1169,999,999,-170,-170,149,149,2020-04-26
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-27
Total,1,1169,1169,999,999,-170,-170,149,149,2020-04-27
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-28
Total,1,1169,1169,999,999,-170,-170,149,149,2020-04-28
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-29
Total,1,1169,1169,999,999,-170,-170,149,149,2020-04-29
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-04-30
Total,1,1169,1169,999,999,-170,-170,149,149,2020-04-30
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-05-01
Total,1,1169,1169,999,999,-170,-170,149,149,2020-05-01
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-05-02
Total,1,1169,1169,999,999,-170,-170,149,149,2020-05-02
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-05-03
Total,1,1169,1169,999,999,-170,-170,149,149,2020-05-03
Our Website,1,1169,1169,999,999,-170,-170,149,149,2020-05-04
Total,1,1169,1169,999,999,-170,-170,149,149,2020-05-04
Our Website,4,4544,1136,5096,1274,552,138,646,162,2020-05-05
Total,4,4544,1136,5096,1274,552,138,646,162,2020-05-05
Our Website,4,4544,1136,5096,1274,552,138,646,162,2020-05-06
Total,4,4544,1136,5096,1274,552,138,646,162,2020-05-06
Our Website,4,4544,1136,5096,1274,552,138,646,162,2020-05-07
Total,4,4544,1136,5096,1274,552,138,646,162,2020-05-07
Our Website,2,2119,1060,2798,1399,679,340,348,174,2020-05-08
Total,2,2119,1060,2798,1399,679,340,348,174,2020-05-08
Our Website,2,2762,1381,1998,999,-764,-382,298,149,2020-05-09
Total,2,2762,1381,1998,999,-764,-382,298,149,2020-05-09
Our Website,2,2762,1381,1998,999,-764,-382,298,149,2020-05-10
Total,2,2762,1381,1998,999,-764,-382,298,149,2020-05-10
Our Website,2,2762,1381,1998,999,-764,-382,298,149,2020-05-11
Total,2,2762,1381,1998,999,-764,-382,298,149,2020-05-11
Our Website,2,2762,1381,1998,999,-764,-382,298,149,2020-05-12
Total,2,2762,1381,1998,999,-764,-382,298,149,2020-05-12
Our Website,1,1875,1875,2799,2799,924,924,149,149,2020-05-13
Total,1,1875,1875,2799,2799,924,924,149,149,2020-05-13
Our Website,1,1875,1875,2799,2799,924,924,149,149,2020-05-14
Total,1,1875,1875,2799,2799,924,924,149,149,2020-05-14
Shopping Zone TN,2,1118,559,1998,999,880,440,99,50,2020-05-15
music zone TAMIL,1,80,80,699,699,619,619,299,299,2020-05-15
Total,3,1198,399,2697,899,1499,500,398,133,2020-05-15
music zone TAMIL,64,132445,2069,180036,2813,47591,744,14537,227,2020-05-16
Our Website,4,3162,791,3996,999,834,209,596,149,2020-05-16
Total,68,135607,1994,184032,2706,48425,712,15133,223,2020-05-16
music zone TAMIL,166,273522,1648,380534,2292,107012,645,38587,232,2020-05-17
Our Website,3,2524,841,3197,1066,673,224,447,149,2020-05-17
Total,169,276046,1633,383731,2271,107685,637,39034,231,2020-05-17
music zone TAMIL,180,281386,1563,383820,2132,102434,569,42276,235,2020-05-18
OLX SALE,1,4500,4500,5999,5999,1499,1499,0,0,2020-05-18
Our Website,1,1512,1512,1999,1999,487,487,149,149,2020-05-18
RTO - Reorder,1,80,80,699,699,619,619,299,299,2020-05-18
Total,183,287478,1571,392517,2145,105039,574,42724,233,2020-05-18
music zone TAMIL,177,285369,1612,386823,2185,101454,573,43627,246,2020-05-19
Our Website,2,2280,1140,3019,1510,739,370,298,149,2020-05-19
OLX SALE,1,2100,2100,2999,2999,899,899,99,99,2020-05-19
Total,180,289749,1610,392841,2182,103092,573,44024,245,2020-05-19
music zone TAMIL,196,279402,1426,388004,1980,108602,554,46307,236,2020-05-20
Total,196,279402,1426,388004,1980,108602,554,46307,236,2020-05-20
music zone TAMIL,309,491906,1592,676491,2189,184585,597,74648,242,2020-05-21
Our Website,3,4149,1383,4997,1666,848,283,497,166,2020-05-21
RTO - Reorder,2,631,316,1698,849,1067,533,498,249,2020-05-21
OLX SALE,1,2100,2100,2999,2999,899,899,99,99,2020-05-21
Total,315,498786,1583,686185,2178,187399,595,75742,240,2020-05-21
music zone TAMIL,356,515204,1447,739044,2076,223841,629,86201,242,2020-05-22
Our Website,5,5317,1063,7395,1479,2078,416,596,119,2020-05-22
RTO - Reorder,1,551,551,999,999,448,448,149,149,2020-05-22
Total,362,521072,1439,747438,2065,226366,625,86946,240,2020-05-22
music zone TAMIL,375,529813,1413,737925,1968,208112,555,89482,239,2020-05-23
Thamizh Vision TV,23,34488,1499,41377,1799,6889,300,5478,238,2020-05-23
Our Website,2,3402,1701,3998,1999,596,298,298,149,2020-05-23
OLX SALE,1,448,448,999,999,551,551,0,0,2020-05-23
Total,401,568151,1417,784299,1956,216148,539,95258,238,2020-05-23
music zone TAMIL,391,566513,1449,798809,2043,232296,594,94967,243,2020-05-24
Thamizh Vision TV,33,17160,520,32967,999,15807,479,6968,211,2020-05-24
Our Website,3,6793,2264,7997,2666,1205,402,447,149,2020-05-24
Total,427,590466,1383,839773,1967,249307,584,102382,240,2020-05-24
music zone TAMIL,342,459979,1345,664758,1944,204779,599,85361,250,2020-05-25
Murasu TV,211,266835,1265,394189,1868,127354,604,52190,247,2020-05-25
Thamizh Vision TV,60,53263,888,62940,1049,9677,161,14690,245,2020-05-25
Our Website,8,9686,1211,10892,1362,1206,151,1192,149,2020-05-25
OLX SALE,1,2100,2100,2999,2999,899,899,99,99,2020-05-25
Total,622,791863,1273,1135778,1826,343915,553,153532,247,2020-05-25
music zone TAMIL,302,503087,1666,698798,2314,195711,648,74002,245,2020-05-26
Murasu TV,171,213547,1249,289029,1690,75482,441,41681,244,2020-05-26
Thamizh Vision TV,25,37637,1505,45175,1807,7538,302,6525,261,2020-05-26
Our Website,8,10036,1255,12992,1624,2956,370,1142,143,2020-05-26
Total,506,764307,1510,1045994,2067,281687,557,123350,244,2020-05-26
music zone TAMIL,337,542399,1609,750963,2228,208564,619,85369,253,2020-05-27
Murasu TV,226,267765,1185,374574,1657,106809,473,57378,254,2020-05-27
Thamizh Vision TV,23,14855,646,22977,999,8122,353,5377,234,2020-05-27
Our Website,3,3288,1096,4797,1599,1509,503,447,149,2020-05-27
RTO - Reorder,1,2100,2100,2999,2999,899,899,299,299,2020-05-27
Total,590,830407,1407,1156310,1960,325903,552,148870,252,2020-05-27
music zone TAMIL,332,543845,1638,749768,2258,205923,620,83527,252,2020-05-28
Murasu TV,167,173430,1039,257933,1545,84503,506,40437,242,2020-05-28
Thamizh Vision TV,20,23380,1169,31980,1599,8600,430,4581,229,2020-05-28
Our Website,9,13443,1494,16891,1877,3448,383,1341,149,2020-05-28
RTO - Reorder,2,4200,2100,5998,2999,1798,899,598,299,2020-05-28
Total,530,758298,1431,1062570,2005,304272,574,130484,246,2020-05-28
music zone TAMIL,361,438331,1214,632739,1753,194408,539,90443,251,2020-05-29
K tv,252,425184,1687,602348,2390,177164,703,66602,264,2020-05-29
Murasu TV,162,260210,1606,357838,2209,97628,603,41338,255,2020-05-29
Thamizh Vision TV,31,39772,1283,54969,1773,15197,490,7969,257,2020-05-29
Our Website,12,13986,1166,18988,1582,5002,417,1838,153,2020-05-29
Total,818,1177483,1439,1666882,2038,489399,598,208190,255,2020-05-29
music zone TAMIL,324,351280,1084,527076,1627,175796,543,79988,247,2020-05-30
K tv,273,674796,2472,875727,3208,200931,736,71333,261,2020-05-30
Murasu TV,183,289926,1584,394017,2153,104091,569,45672,250,2020-05-30
Thamizh Vision TV,31,17825,575,24769,799,6944,224,5919,191,2020-05-30
Our Website,9,13159,1462,15591,1732,2432,270,1391,155,2020-05-30
VaanavilTV,7,10584,1512,13993,1999,3409,487,2043,292,2020-05-30
Total,827,1357570,1642,1851173,2238,493603,597,206346,250,2020-05-30
music zone TAMIL,416,302749,728,520984,1252,218236,525,104087,250,2020-05-31
K tv,239,277349,1160,367761,1539,90412,378,62613,262,2020-05-31
Thamizh Vision TV,153,131660,861,154347,1009,22687,148,37800,247,2020-05-31
Murasu TV,138,138408,1003,206662,1498,68254,495,35763,259,2020-05-31
VaanavilTV,10,6800,680,9990,999,3190,319,2690,269,2020-05-31
Our Website,8,10957,1370,13592,1699,2635,329,1192,149,2020-05-31
Total,964,867923,900,1273336,1321,405413,421,244145,253,2020-05-31
music zone TAMIL,354,311501,880,481546,1360,170045,480,88149,249,2020-06-01
K tv,313,819029,2617,1098787,3511,279758,894,84840,271,2020-06-01
Murasu TV,110,171100,1555,233890,2126,62790,571,29292,266,2020-06-01
Thamizh Vision TV,21,23955,1141,32779,1561,8824,420,5180,247,2020-06-01
Our Website,5,3433,687,4995,999,1562,312,795,159,2020-06-01
RTO - Reorder,1,2400,2400,2999,2999,599,599,299,299,2020-06-01
OLX SALE,1,825,825,999,999,174,174,199,199,2020-06-01
Total,805,1332243,1655,1855995,2306,523752,651,208754,259,2020-06-01
music zone TAMIL,434,424626,978,622366,1434,197740,456,110674,255,2020-06-02
Murasu TV,182,121142,666,194618,1069,73477,404,44222,243,2020-06-02
K tv,165,372453,2257,524135,3177,151682,919,27690,168,2020-06-02
Thamizh Vision TV,131,112440,858,130869,999,18429,141,32423,248,2020-06-02
Our Website,7,12927,1847,16793,2399,3866,552,1193,170,2020-06-02
Total,919,1043588,1136,1488781,1620,445193,484,216202,235,2020-06-02
music zone TAMIL,561,498227,888,720239,1284,222012,396,144002,257,2020-06-03
K tv,329,369696,1124,544671,1656,174975,532,85625,260,2020-06-03
Murasu TV,85,123378,1452,168915,1987,45537,536,21117,248,2020-06-03
Thamizh Vision TV,27,31907,1182,43973,1629,12066,447,7323,271,2020-06-03
Our Website,13,12653,973,18387,1414,5734,441,1888,145,2020-06-03
Total,1015,1035861,1021,1496185,1474,460324,454,259955,256,2020-06-03
music zone TAMIL,492,384306,781,568308,1155,184003,374,125063,254,2020-06-04
K tv,211,221330,1049,336189,1593,114859,544,52642,249,2020-06-04
Murasu TV,186,236912,1274,339114,1823,102202,549,50315,271,2020-06-04
Thamizh Vision TV,27,19033,705,25573,947,6540,242,5724,212,2020-06-04
Our Website,11,12557,1142,17310,1574,4753,432,1639,149,2020-06-04
RTO - Reorder,2,1716,858,1998,999,282,141,199,100,2020-06-04
Total,929,875854,943,1288492,1387,412638,444,235582,254,2020-06-04
music zone TAMIL,478,367314,768,564322,1181,197008,412,118728,248,2020-06-05
K tv,293,241556,824,344507,1176,102951,351,76262,260,2020-06-05
Murasu TV,199,195353,982,305001,1533,109648,551,50953,256,2020-06-05
Thamizh Vision TV,43,52460,1220,35957,836,-16503,-384,9507,221,2020-06-05
VENDHAR TV,26,19890,765,25974,999,6084,234,5775,222,2020-06-05
Our Website,16,17571,1098,24584,1537,7013,438,2384,149,2020-06-05
Total,1055,894144,848,1300345,1233,406201,385,263609,250,2020-06-05
music zone TAMIL,422,358449,849,542078,1285,183630,435,106684,253,2020-06-06
Murasu TV,257,236086,919,305443,1188,69357,270,63250,246,2020-06-06
K tv,228,224087,983,331572,1454,107485,471,57627,253,2020-06-06
Raj Digital Plus,79,67868,859,78421,993,10553,134,19224,243,2020-06-06
Thamizh Vision TV,24,13590,566,16376,682,2786,116,3878,162,2020-06-06
Sangamam,8,6960,870,7992,999,1032,129,1394,174,2020-06-06
Our Website,8,8574,1072,11592,1449,3018,377,1192,149,2020-06-06
Total,1026,915614,892,1293474,1261,377860,368,253249,247,2020-06-06
music zone TAMIL,541,528294,977,766559,1417,238265,440,140016,259,2020-06-07
K tv,285,310118,1088,461115,1618,150998,530,76520,268,2020-06-07
Murasu TV,283,255922,904,351317,1241,95395,337,75875,268,2020-06-07
Raj Digital Plus,122,146835,1204,121878,999,-24957,-205,32280,265,2020-06-07
Thamizh Vision TV,101,85441,846,99699,987,14258,141,24653,244,2020-06-07
Our Website,12,12901,1075,14688,1224,1788,149,1788,149,2020-06-07
Sangamam,5,7900,1580,9995,1999,2095,419,1196,239,2020-06-07
VENDHAR TV,2,1165,583,1498,749,333,167,398,199,2020-06-07
Total,1351,1348576,998,1826749,1352,478173,354,352726,261,2020-06-07
music zone TAMIL,424,391980,924,573776,1353,181796,429,104935,247,2020-06-08
K tv,181,298653,1650,422219,2333,123566,683,47171,261,2020-06-08
Murasu TV,136,132225,972,199064,1464,66839,491,34167,251,2020-06-08
Thamizh Vision TV,53,45570,860,52947,999,7377,139,13348,252,2020-06-08
Our Website,10,11598,1160,14390,1439,2793,279,1490,149,2020-06-08
Total,804,880026,1095,1262396,1570,382370,476,201111,250,2020-06-08
music zone TAMIL,435,392053,901,578665,1330,186612,429,105971,244,2020-06-09
K tv,302,282262,935,394298,1306,112036,371,79250,262,2020-06-09
Murasu TV,179,183299,1024,253621,1417,70322,393,46972,262,2020-06-09
Imayam tv,24,32374,1349,46376,1932,14002,583,6077,253,2020-06-09
Thamizh Vision TV,19,10218,538,18981,999,8763,461,4783,252,2020-06-09
Our Website,8,9004,1125,12355,1544,3352,419,1043,130,2020-06-09
RTO - Reorder,2,1950,975,2998,1499,1048,524,348,174,2020-06-09
Total,969,911160,940,1307294,1349,396134,409,244444,252,2020-06-09
music zone TAMIL,370,261644,707,427730,1156,166087,449,89438,242,2020-06-10
K tv,143,108984,762,173557,1214,64573,452,35808,250,2020-06-10
Murasu TV,141,117475,833,181959,1290,64485,457,35960,255,2020-06-10
Thamizh Vision TV,108,125941,1166,107892,999,-18049,-167,27996,259,2020-06-10
Imayam tv,22,22982,1045,30978,1408,7996,363,5828,265,2020-06-10
Our Website,8,9441,1180,11592,1449,2151,269,1242,155,2020-06-10
RTO - Reorder,2,3858,1929,4998,2499,1140,570,498,249,2020-06-10
Raj Digital Plus,1,900,900,999,999,99,99,199,199,2020-06-10
OLX SALE,1,825,825,999,999,174,174,299,299,2020-06-10
Total,796,652050,819,940704,1182,288654,363,197268,248,2020-06-10
music zone TAMIL,363,410204,1130,586737,1616,176533,486,86757,239,2020-06-11
K tv,314,285742,910,400686,1276,114944,366,78644,250,2020-06-11
Murasu TV,142,110144,776,160858,1133,50714,357,32260,227,2020-06-11
Thamizh Vision TV,125,107292,858,124875,999,17583,141,30976,248,2020-06-11
tamilan tv,32,39779,1243,38968,1218,-811,-25,8419,263,2020-06-11
Our Website,8,9177,1147,9592,1199,416,52,1192,149,2020-06-11
RTO - Reorder,1,680,680,999,999,319,319,299,299,2020-06-11
Total,985,963018,978,1322715,1343,359697,365,238547,242,2020-06-11
music zone TAMIL,343,283850,828,436457,1272,152607,445,82772,241,2020-06-12
K tv,214,262651,1227,351786,1644,89135,417,52889,247,2020-06-12
Murasu TV,207,191428,925,264093,1276,72666,351,51748,250,2020-06-12
Thamizh Vision TV,96,107780,1123,95904,999,-11876,-124,24205,252,2020-06-12
Raj Digital Plus,56,56703,1013,55944,999,-759,-14,13646,244,2020-06-12
Our Website,14,20745,1482,26586,1899,5841,417,1639,117,2020-06-12
tamilan tv,1,1169,1169,999,999,-170,-170,199,199,2020-06-12
Total,931,924326,993,1231769,1323,307443,330,227098,244,2020-06-12
music zone TAMIL,432,438911,1016,625668,1448,186757,432,108179,250,2020-06-13
K tv,210,211860,1009,310390,1478,98530,469,53043,253,2020-06-13
Murasu TV,208,210082,1010,291392,1401,81310,391,53795,259,2020-06-13
Thamizh Vision TV,102,90515,887,101898,999,11383,112,24850,244,2020-06-13
Raj Digital Plus,42,37595,895,41958,999,4364,104,10958,261,2020-06-13
kalaignar,34,51283,1508,67966,1999,16683,491,8466,249,2020-06-13
Our Website,14,15852,1132,18986,1356,3134,224,1987,142,2020-06-13
RTO - Reorder,1,1512,1512,1999,1999,487,487,299,299,2020-06-13
Total,1043,1057610,1014,1460257,1400,402647,386,261577,251,2020-06-13
music zone TAMIL,423,360093,851,516077,1220,155984,369,101633,240,2020-06-14
K tv,392,267940,684,393608,1004,125669,321,100265,256,2020-06-14
Murasu TV,154,102385,665,164346,1067,61961,402,36301,236,2020-06-14
Thamizh Vision TV,70,82485,1178,68930,985,-13555,-194,17981,257,2020-06-14
Raj Digital Plus,30,25920,864,29970,999,4050,135,7670,256,2020-06-14
kalaignar,23,15640,680,22977,999,7337,319,4677,203,2020-06-14
Our Website,9,9117,1013,10591,1177,1474,164,1341,149,2020-06-14
Total,1101,863580,784,1206499,1096,342919,311,269868,245,2020-06-14
music zone TAMIL,432,400855,928,588068,1361,187213,433,106775,247,2020-06-15
K tv,163,127038,779,199837,1226,72799,447,37893,232,2020-06-15
Thamizh Vision TV,96,112875,1176,98304,1024,-14571,-152,25155,262,2020-06-15
Murasu TV,77,89047,1156,128723,1672,39676,515,19673,255,2020-06-15
Raj Digital Plus,28,28002,1000,27972,999,-30,-1,5775,206,2020-06-15
Our Website,12,12053,1004,15488,1291,3435,286,1788,149,2020-06-15
RTO - Reorder,1,765,765,999,999,234,234,299,299,2020-06-15
Total,809,770635,953,1059391,1310,288756,357,197358,244,2020-06-15
music zone TAMIL,370,480483,1299,670130,1811,189647,513,92237,249,2020-06-16
Murasu TV,109,141593,1299,189591,1739,47999,440,27194,249,2020-06-16
K tv,82,122311,1492,161918,1975,39607,483,20920,255,2020-06-16
Raj Digital Plus,34,51102,1503,54366,1599,3264,96,8966,264,2020-06-16
Our Website,10,13783,1378,16790,1679,3007,301,1490,149,2020-06-16
Thamizh Vision TV,3,3000,1000,2997,999,-3,-1,797,266,2020-06-16
RTO - Reorder,1,1512,1512,1999,1999,487,487,249,249,2020-06-16
Total,609,813784,1336,1097791,1803,284007,466,151853,249,2020-06-16
music zone TAMIL,365,394390,1081,570135,1562,175745,481,87493,240,2020-06-17
K tv,172,56905,331,146928,854,90024,523,39480,230,2020-06-17
Our Website,9,9074,1008,11691,1299,2617,291,1391,155,2020-06-17
Raj Digital Plus,2,3006,1503,3198,1599,192,96,448,224,2020-06-17
RTO - Reorder,2,2700,1350,3998,1999,1298,649,598,299,2020-06-17
Thamizh Vision TV,2,2171,1086,1998,999,-173,-87,598,299,2020-06-17
Murasu TV,1,1503,1503,1599,1599,96,96,199,199,2020-06-17
Total,553,469749,849,739547,1337,269798,488,130207,235,2020-06-17
music zone TAMIL,335,287864,859,457565,1366,169701,507,76723,229,2020-06-18
K tv,145,251749,1736,360455,2486,108706,750,38909,268,2020-06-18
Our Website,4,4746,1187,5796,1449,1050,263,596,149,2020-06-18
Thamizh Vision TV,1,1169,1169,999,999,-170,-170,199,199,2020-06-18
Murasu TV,1,1503,1503,1999,1999,496,496,299,299,2020-06-18
Total,486,547031,1126,826814,1701,279783,576,116726,240,2020-06-18
music zone TAMIL,355,588715,1658,837345,2359,248630,700,86351,243,2020-06-19
K tv,172,360470,2096,494628,2876,134158,780,42729,248,2020-06-19
Our Website,3,4193,1398,4997,1666,804,268,447,149,2020-06-19
Murasu TV,1,1503,1503,1599,1599,96,96,299,299,2020-06-19
Total,531,954881,1798,1338569,2521,383688,723,129826,244,2020-06-19
music zone TAMIL,418,502477,1202,768182,1838,265705,636,95105,228,2020-06-20
K tv,176,144454,821,241724,1373,97270,553,42777,243,2020-06-20
Our Website,12,14521,1210,17488,1457,2968,247,1788,149,2020-06-20
Thamizh Vision TV,2,2338,1169,1998,999,-340,-170,498,249,2020-06-20
Total,608,663790,1092,1029392,1693,365602,601,140168,231,2020-06-20
music zone TAMIL,446,510929,1146,783854,1758,272925,612,108964,244,2020-06-21
K tv,170,478352,2814,647530,3809,169178,995,43636,257,2020-06-21
Our Website,7,9204,1315,12493,1785,3289,470,1043,149,2020-06-21
Total,623,998485,1603,1443877,2318,445392,715,153643,247,2020-06-21
music zone TAMIL,359,391749,1091,569241,1586,177492,494,86101,240,2020-06-22
K tv,208,249019,1197,388392,1867,139373,670,51200,246,2020-06-22
Our Website,4,4075,1019,5396,1349,1321,330,596,149,2020-06-22
RTO - Reorder,1,553,553,999,999,446,446,99,99,2020-06-22
Total,572,645396,1128,964028,1685,318632,557,137996,241,2020-06-22
music zone TAMIL,465,516751,1111,718635,1545,201885,434,109206,235,2020-06-23
K tv,160,409504,2559,540040,3375,130536,816,41242,258,2020-06-23
Our Website,10,10406,1041,12690,1269,2284,228,1490,149,2020-06-23
Total,635,936661,1475,1271365,2002,334704,527,151938,239,2020-06-23
music zone TAMIL,356,444172,1248,662244,1860,218072,613,83355,234,2020-06-24
K tv,159,137112,862,224241,1410,87129,548,37293,235,2020-06-24
Our Website,6,7230,1205,8194,1366,964,161,894,149,2020-06-24
Total,521,588514,1130,894679,1717,306165,588,121542,233,2020-06-24
music zone TAMIL,457,489146,1070,750243,1642,261098,571,103601,227,2020-06-25
K tv,189,217288,1150,342211,1811,124923,661,48912,259,2020-06-25
Our Website,8,9700,1213,10292,1287,592,74,1092,137,2020-06-25
RTO - Reorder,1,750,750,999,999,249,249,199,199,2020-06-25
Total,655,716884,1094,1103745,1685,386861,591,153804,235,2020-06-25
music zone TAMIL,382,412874,1081,652718,1709,239844,628,88382,231,2020-06-26
K tv,155,259427,1674,366945,2367,107518,694,40048,258,2020-06-26
Our Website,8,11089,1386,13892,1737,2803,350,1192,149,2020-06-26
Total,545,683390,1254,1033555,1896,350165,643,129622,238,2020-06-26
music zone TAMIL,464,561877,1211,796836,1717,234959,506,108195,233,2020-06-27
K tv,202,273241,1353,397698,1969,124457,616,48901,242,2020-06-27
Our Website,11,11133,1012,13189,1199,2056,187,1689,154,2020-06-27
RTO - Reorder,1,1875,1875,2799,2799,924,924,299,299,2020-06-27
Total,678,848126,1251,1210522,1785,362396,535,159084,235,2020-06-27
music zone TAMIL,446,722404,1620,1025154,2299,302751,679,95057,213,2020-06-28
K tv,259,244349,943,385441,1488,141092,545,62343,241,2020-06-28
Our Website,8,9386,1173,11892,1487,2506,313,1192,149,2020-06-28
Total,713,976139,1369,1422487,1995,446348,626,158592,222,2020-06-28
music zone TAMIL,368,415078,1128,607332,1650,192254,522,86997,236,2020-06-29
K tv,179,215642,1205,337921,1888,122280,683,45675,255,2020-06-29
